,Word,Score
17643,farmland,1.7
9113,duplicate,1.7
3571,bridge,1.7
14215,intoxicant,1.7
19596,semitone,1.7
291,order,1.7
2416,diary,1.8
2336,interview,1.8
2046,keys,1.8
2474,fond,1.8
10863,sport,1.8
9089,render,1.8
9114,duplicates,1.8
16838,minds,1.8
26952,bridgework,1.8
22861,retroflex,1.8
13792,adenine,1.8
2481,duty,1.8
9121,stages,1.8
21891,haltingly,1.8
26956,bridge circuit,1.8
9632,squash,1.8
10803,fists,1.8
10802,fisticuffs,1.8
16960,adoring,1.8
22347,secretion,1.8
21127,buoy,1.8
26443,cavort,1.8
9112,safely,1.8
26446,frolic,1.8
26951,rests,1.8
6481,xx,1.8
9630,marrowbones,1.8
28249,tubulin,1.8
29723,biogenic,1.8
11247,unrecorded,1.8
116,loss,1.8
9098,crowded,1.8
9109,stunts,1.8
17642,plowed,1.8
19084,shrubby,1.8
13798,hormone,1.8
10804,pugilism,1.8
9108,chromosomes,1.8
9104,twobase,1.8
3466,greeting,1.8
16964,doting,1.8
26447,gambol,1.8
38266,amphipathic,1.8
8631,match,1.8
14648,missive,1.8
16837,divinity,1.8
13790,pyrimidine,1.8
28448,barbells,1.8
19593,tremor,1.8
14647,varsity letter,1.8
14718,twenty dollar bill,1.8
9103,resembles,1.8
39431,naps,1.8
7808,electronic,1.8
19592,charge up,1.8
705,pointless,1.9
2470,concerned,1.9
692,guessed,1.9
515,pretending,1.9
299,knack,1.9
2323,history,1.9
1090,inspiration,1.9
298,artist,1.9
17645,intact,1.9
26453,rollick,1.9
9106,stars,1.9
26957,bridge over,1.9
26949,nosepiece,1.9
14717,nineteen,1.9
9105,stakes,1.9
34894,conscientiousness,1.9
26441,sportsman,1.9
18032,consonant,1.9
26445,frisk,1.9
20943,rousing,1.9
26448,lark,1.9
8950,culpably,1.9
16834,breathing in,1.9
9099,arrangements,1.9
8949,implicated,1.9
26452,lark about,1.9
22344,hormones,1.9
16063,immunity,1.9
7108,detailed,1.9
19594,siding,1.9
9613,farmer,1.9
27253,divinity fudge,1.9
26950,bridle,1.9
27734,james leonard farmer,1.9
10911,creative person,1.9
13591,immobilized,1.9
16836,divine guidance,1.9
25202,unsusceptibility,1.9
9624,marrow,1.9
9893,chronicle,1.9
24758,vegetable marrow,1.9
9595,core,1.9
14737,follows,1.9
10313,concretion,1.9
13797,thyroxine,1.9
505,useless,1.9
9596,ferrite,1.9
15696,flap,1.9
16840,agitating,1.9
16833,brainchild,1.9
929,full,1.9
26449,songbirds,1.9
20781,postum,1.9
7161,planned,1.9
27732,cookbook,1.9
19598,waver,1.9
26955,steered,1.9
16155,subtropical,1.9
3556,regarded,1.9
7147,apprehend,1.9
7769,customary,1.9
9634,fills,1.9
16062,privilege,1.9
4851,sections,1.9
7119,fix,1.9
16965,lovesome,1.9
15994,shortrange,1.9
7132,affected,1.9
7133,evident,1.9
22625,reefer,1.9
15990,nun,1.9
16962,indulgent,1.9
16961,adoration,1.9
16835,inhalation,1.9
16963,foolishly,1.9
11788,navigational,1.9
27730,fannie farmer,1.9
7107,comprehensive,1.9
21890,bumble,1.9
26442,sportswoman,1.9
7876,pause,1.9
21879,ball up,1.9
2906,unexpectedly,1.9
26954,bridge deck,1.9
7130,fastens,1.9
18594,scoreless,1.9
7781,dim,1.9
13587,prohibit,1.9
9615,toroid,1.9
22862,palate,1.9
26444,disport,1.9
2291,celsius,2.0
2288,freezes,2.0
1258,disdained,2.0
283,explained,2.0
2289,zero,2.0
2140,frightened,2.0
2254,cell,2.0
2342,favour,2.0
1050,pie,2.0
1049,banana,2.0
2311,folder,2.0
17639,data file,2.0
15987,jail cell,2.0
7111,observing,2.0
22627,articulatio,2.0
11784,ordinary,2.0
21882,batted,2.0
21883,bodge,2.0
27728,husbandman,2.0
22626,spliff,2.0
16065,party favor,2.0
9616,gist,2.0
22345,secretions,2.0
2162,carefully,2.0
9607,passes,2.0
9621,kernel,2.0
6531,error,2.0
20945,spurring,2.0
4405,training,2.0
21880,bobble,2.0
7164,retain,2.0
7156,grasp,2.0
16652,shake,2.0
7138,motion,2.0
21126,conical buoy,2.0
18591,unpointed,2.0
25200,granting immunity,2.0
9617,heart and soul,2.0
7182,visual,2.0
7764,unclothed,2.0
22348,internal secretion,2.0
10318,lump,2.0
27220,motility,2.0
14332,unaffected,2.0
16154,musa,2.0
17635,ranged,2.0
15745,axial,2.0
15998,cellular telephone,2.0
9626,skins,2.0
9625,connective,2.0
19952,cadging,2.0
25374,tones,2.0
7141,burning,2.0
7962,assets,2.0
9602,fissile,2.0
7157,regain,2.0
9895,historical,2.0
7134,detect,2.0
21884,bollix,2.0
9628,fatty,2.0
13037,complement,2.0
18592,goalless,2.0
26450,streaky,2.0
7740,circulation,2.0
7675,strictly,2.0
26652,axile,2.0
7765,barely,2.0
7777,devoid,2.0
13589,immobilize,2.0
7144,chase,2.0
7873,calm down,2.0
27729,sodbuster,2.0
11244,protoindo european,2.0
10686,orbital,2.0
16921,walt,2.0
7399,fill,2.0
2095,save,2.0
23410,octave,2.0
26995,unpaired,2.0
7154,seizing,2.0
10315,kidneys,2.0
17370,save up,2.0
10332,gout,2.0
7197,relative,2.0
15695,leaflet,2.0
7150,catching,2.0
25373,musical octave,2.0
24068,diachronic,2.0
16067,party favour,2.0
3775,batter,2.0
16839,stirring,2.0
7145,communicated,2.0
18345,owing,2.0
17373,hold open,2.0
27733,fannie merritt farmer,2.0
15989,cubicle,2.0
13278,simulation,2.0
7124,delay,2.0
7120,locks,2.0
25669,keel,2.0
16152,banana tree,2.0
14333,remains,2.0
7122,checks,2.0
7869,steadiness,2.0
2781,regularly,2.0
1729,caught,2.0
7870,equanimity,2.0
27731,editions,2.0
26323,out of the blue,2.0
10329,incrustation,2.0
19953,wheedling,2.0
27226,observant,2.0
7772,uninhabited,2.0
11783,cipher,2.0
9623,nut,2.0
16914,whirling,2.0
9618,inwardness,2.0
8139,iron,2.0
7680,deservingness,2.0
21886,bollocks,2.0
23858,ocular,2.0
17372,vouchers,2.0
7691,trait,2.0
7690,reckless,2.0
18593,hitless,2.0
9633,nutritious,2.0
23634,goad,2.0
13277,feigning,2.0
7881,tranquilize,2.0
24746,grooming,2.0
18934,terrified,2.0
7114,statistical,2.0
21887,bollocks up,2.0
4717,post,2.0
15697,pamphlet,2.0
18933,panicky,2.0
16763,groceries,2.0
9620,preoccupation,2.0
15999,mobile phone,2.0
27123,congeneric,2.0
7168,hoax,2.0
28778,glycerol,2.0
21885,bollix up,2.0
9894,chronological,2.0
53,you,2.0
11795,naught,2.0
13595,lyrical,2.0
19110,charred,2.0
6948,accidentally,2.0
16064,reserved,2.0
23808,pronoun,2.0
7169,willingness,2.0
7875,lull,2.0
7193,exemplifying,2.0
20779,c w post,2.0
9598,cylindrical,2.0
9611,reactor,2.0
7135,entangled,2.0
14335,vary,2.0
7669,cancel,2.0
32891,paramaribo,2.0
1904,view,2.1
311,exactly,2.1
1905,friendship,2.1
2466,oysters,2.1
543,heights,2.1
1955,fubini,2.1
2094,horizon,2.1
1906,bleak,2.1
598,spell,2.1
1957,calculus,2.1
2110,boredom,2.1
1954,tonelli,2.1
2111,serenity,2.1
1214,constant,2.1
1953,cavalieri,2.1
401,silly,2.1
2465,raw,2.1
7160,misstep,2.1
17374,keep open,2.1
20808,chamfer,2.1
6482,muero,2.1
7454,temporarily,2.1
11793,goose egg,2.1
16000,cadre,2.1
17637,file cabinet,2.1
26528,aforethought,2.1
23636,prodding,2.1
15694,booklet,2.1
7186,consecutive,2.1
7681,entitlement,2.1
15993,cellphone,2.1
11787,zero in,2.1
17636,single file,2.1
7789,beam,2.1
10316,organs,2.1
7692,inhibition,2.1
12708,radical,2.1
10209,apparent horizon,2.1
6902,anatomy,2.1
12517,ionic,2.1
20004,variety meat,2.1
22346,bloodstream,2.1
154,else,2.1
9601,superseded,2.1
23752,prohibiting,2.1
13588,defenseless,2.1
7159,trapping,2.1
24757,marrow squash,2.1
7117,catch,2.1
14334,constant quantity,2.1
16916,emptyheaded,2.1
7763,modifications,2.1
16153,treelike,2.1
27521,letup,2.1
19474,arcdegree,2.1
26990,ultra,2.1
19961,multicellular,2.1
14106,bareassed,2.1
24759,bone marrow,2.1
23995,backstop,2.1
13594,freezing,2.1
16066,gift,2.1
11790,automatic,2.1
13279,imitating,2.1
7167,environs,2.1
21747,sequent,2.1
10213,purview,2.1
16913,dizzy,2.1
7176,obtain,2.1
9609,nuclear,2.1
7118,receipt,2.1
22624,marijuana cigarette,2.1
22343,endocrine,2.1
7112,descriptive,2.1
27727,granger,2.1
17640,file away,2.1
7170,commercial,2.1
7667,intractably,2.1
12084,on the dot,2.1
21745,backtoback,2.1
15988,prison cell,2.1
7867,calmness,2.1
15995,radiotelephone,2.1
21746,sequentially,2.1
7129,prevent,2.1
7760,ornamentation,2.1
7694,lascivious,2.1
11794,nada,2.1
7666,intensity,2.1
21953,excitability,2.1
21128,nun buoy,2.1
28860,toeslopes,2.1
7785,lusterless,2.1
21889,botch up,2.1
11840,huitre,2.1
13590,stop dead,2.1
23071,defenceless,2.1
11786,nought,2.1
12079,disinfecting,2.1
7880,quieter,2.1
19118,fair sex,2.1
14105,bareass,2.1
22264,make full,2.1
12076,ditches,2.1
7761,magnitude,2.1
19115,cleaning lady,2.1
18344,tedium,2.1
7140,catcher,2.1
18425,unsaid,2.1
10210,sensible horizon,2.1
25671,beams,2.1
17638,filing cabinet,2.1
11791,zero point,2.1
14107,in the altogether,2.1
7879,quieten,2.1
22265,conform to,2.1
18929,panicstricken,2.1
18931,panicstruck,2.1
23073,defencelessly,2.1
13582,freeze down,2.1
13643,friendly relationship,2.1
7674,sth,2.1
21888,botch,2.1
7121,succeed,2.1
12964,whist,2.1
23805,automatic rifle,2.1
9851,viva,2.1
7775,stark,2.1
12516,locomotive,2.1
31688,everest,2.1
23168,circulatory,2.1
16918,lightheaded,2.1
16917,featherbrained,2.1
10330,tophus,2.1
23804,robotlike,2.1
19476,academic degree,2.1
25201,exempting,2.1
17217,magic spell,2.1
22217,burning at the stake,2.1
15991,electric cell,2.1
141,instead,2.1
23409,musical scale,2.1
7670,give up,2.1
23655,unuttered,2.1
12512,resists,2.1
18932,panicked,2.1
23802,machinelike,2.1
20809,go after,2.1
16094,anders celsius,2.1
24287,avoided,2.1
23412,graduated table,2.1
7291,beaded,2.1
7128,apprehending,2.1
7127,snaring,2.1
7770,barren,2.1
27120,congenator,2.1
7689,unconstraint,2.1
7177,sponge,2.1
20782,manufacturer,2.1
11792,aught,2.1
7195,determined,2.1
7693,wantonness,2.1
13584,suspend,2.1
7115,inspect,2.1
17220,incantation,2.1
7871,calm air,2.1
17222,relieved,2.1
10212,visible horizon,2.1
19116,cleaning woman,2.1
19475,arcs,2.1
24747,by chance,2.1
24163,rigorously,2.1
27219,gesticulate,2.1
15997,cellular phone,2.1
22977,inhalant,2.1
27122,congener,2.1
19951,cadge,2.1
14104,unsanded,2.1
9604,choicest,2.1
16766,grocer,2.1
19964,fibrous,2.1
7759,contents,2.1
10319,infinitesimal calculus,2.1
19119,womanhood,2.1
13586,immobilise,2.1
12085,on the nose,2.1
16919,goofy,2.1
14103,birthday suit,2.1
13585,imposing,2.1
11785,cypher,2.1
14327,neverending,2.1
12513,implement,2.1
13583,freeze out,2.1
23167,blood stream,2.1
10314,ducts,2.1
9848,oral exam,2.1
7294,spherical,2.1
22496,msec,2.1
14330,invariant,2.1
7668,vacate,2.1
16915,giddy,2.1
10207,celestial horizon,2.1
36459,amphiprotic,2.1
29725,bioactive,2.1
40132,heterocyclic,2.1
23654,unspoken,2.1
7338,ashore,2.1
10321,tartar,2.1
17368,make unnecessary,2.1
13592,frost,2.1
7151,blunder,2.1
24228,embroiled,2.1
21881,juggling,2.1
2417,meat,2.1
17634,indian file,2.1
12822,sews,2.1
16096,thermometer,2.1
7192,look at,2.1
25402,eon,2.1
7131,fastener,2.1
23807,reflexive,2.1
24341,selfreferent,2.1
11246,prehistoric,2.1
7191,photographic,2.1
7155,prospect,2.1
26994,free radical,2.1
3006,friendly,2.1
2616,,2.1
18930,desperation,2.1
18343,ennui,2.1
15996,transmitterreceiver,2.1
23750,forbiddance,2.1
2057,expressed,2.2
2032,daughters,2.2
2018,grocery,2.2
140,nap,2.2
525,grades,2.2
10317,stonelike,2.2
10322,baking,2.2
7332,permanent,2.2
16911,airheaded,2.2
24679,undischarged,2.2
2071,self,2.2
9606,indispensable,2.2
24776,lustful,2.2
12722,purified,2.2
27881,alleviated,2.2
7289,molding,2.2
14329,unceasing,2.2
9852,viva voce,2.2
21748,sequential,2.2
7688,forsake,2.2
24748,circumstantially,2.2
16920,cartoon,2.2
19957,mooch,2.2
18347,dullness,2.2
7684,desolate,2.2
16142,more often than not,2.2
7762,protective,2.2
7319,relinquishment,2.2
23411,weighing machine,2.2
22708,locomotor,2.2
19963,primitive,2.2
12965,catch a wink,2.2
6478,literal,2.2
16764,grocery store,2.2
7175,shelter,2.2
23653,unexpressed,2.2
21121,verifier,2.2
21966,gyration,2.2
9614,sample,2.2
12967,catnap,2.2
24888,accountant,2.2
7514,verbalised,2.2
19950,quick study,2.2
12963,flaky,2.2
9845,unwritten,2.2
23413,ordered series,2.2
14098,flannel,2.2
12599,grasping,2.2
7678,lurch,2.2
9619,attitudes,2.2
23367,transportable,2.2
7158,accurately,2.2
7109,surveillance,2.2
19967,poriferan,2.2
421,weight,2.2
17940,placidity,2.2
7882,administering,2.2
7659,wildness,2.2
7939,provoke,2.2
19966,sessile,2.2
23407,scurf,2.2
24890,scrutinize,2.2
7766,additions,2.2
23753,thereof,2.2
23806,machine rifle,2.2
23072,selfdefense,2.2
22636,perm,2.2
26992,rootstock,2.2
19297,helmet,2.2
12970,short sleep,2.2
9850,oral examination,2.2
12968,forty winks,2.2
20249,cordage,2.2
10263,pound,2.2
25894,emptybellied,2.2
3233,empty,2.2
7190,percept,2.2
7153,drawback,2.2
7316,pouring,2.2
7758,bare,2.2
17221,tour,2.2
24775,libidinous,2.2
1919,series,2.2
12510,buff,2.2
32094,las,2.2
7695,lewd,2.2
9610,chamber,2.2
2852,shame,2.2
7166,take in,2.2
23075,tax shelter,2.2
17369,lay aside,2.2
26975,serrated,2.2
17371,redeem,2.2
9849,conducted,2.2
7872,beaufort,2.2
14326,incessant,2.2
55636,largests,2.2
14325,uninterrupted,2.2
9853,orally,2.2
24887,cpa,2.2
19109,housework,2.2
24749,on a regular basis,2.2
7178,fold,2.2
6479,pedo,2.2
8235,fixture,2.2
1369,pilot,2.2
12081,incisively,2.2
16922,disney,2.2
20947,soulstirring,2.2
7334,horizontal,2.2
17191,comparatively,2.2
23875,themes,2.2
7180,unit,2.2
22076,despair,2.2
9442,collecting,2.2
14727,analgesic,2.2
7331,settled,2.2
23635,verbalization,2.2
19960,parazoan,2.2
12605,bobbed,2.2
19117,adult female,2.2
9847,buccal,2.2
1465,sense,2.2
12601,stare,2.2
17198,statistics,2.2
36848,reabsorption,2.2
7113,review,2.2
8407,underpants,2.2
12966,siesta,2.2
20780,cereals,2.2
7783,acuity,2.2
9603,racial,2.2
7782,headlights,2.2
25847,walter elias disney,2.2
7136,enamored,2.2
7883,sedative,2.2
26547,tranquillise,2.2
6480,literalmente,2.2
24889,scrutinise,2.2
23879,reexamine,2.2
24285,supervises,2.2
18072,tickling,2.2
7317,gun,2.2
9608,leonard,2.2
23268,burls,2.2
7313,venting,2.2
19114,charwoman,2.2
23657,unverbalized,2.2
11119,consoling,2.2
7787,distinctness,2.2
22081,cents,2.2
16145,in the main,2.2
17218,magical spell,2.2
2801,agents,2.2
19962,porous,2.2
25846,donald,2.2
17219,enchantment,2.2
17992,alternatively,2.2
23408,descale,2.2
7183,subdivision,2.2
12515,zone,2.2
7339,settle,2.2
12499,pilot film,2.2
20946,goading,2.2
7671,maintaining,2.2
26996,root word,2.2
23698,washrag,2.2
95769,kitadake,2.2
10662,germanic,2.2
19108,char,2.2
19294,collapsing,2.2
23803,robotic,2.2
16762,food market,2.2
22080,cypriot pound,2.2
38269,hydrophobic,2.2
6484,jajajajajajaja,2.2
13099,weighing,2.2
7665,pleases,2.2
6483,jajajajajajajaja,2.2
12083,on the button,2.2
19289,compensation,2.2
21948,tranquilising,2.2
14324,ceaseless,2.2
23747,suppression,2.2
7301,oyster,2.2
23801,automatonlike,2.2
7320,eliminate,2.2
16765,foodstuff,2.2
12507,polishing,2.2
11946,marker,2.2
7123,overtake,2.2
12602,appendage,2.2
9438,tank,2.2
7393,tries,2.2
21956,sedative drug,2.2
23800,automatic pistol,2.2
26970,rockweed,2.2
7463,confined,2.2
26991,basal,2.2
20248,jute,2.2
7776,disguise,2.2
17229,vagrant,2.2
9833,seriousness,2.2
10211,skyline,2.2
9846,documentation,2.2
19291,insider,2.2
24886,audit,2.2
24340,reflexive pronoun,2.2
24280,crocodiles,2.2
2510,actions,2.2
23870,refresh,2.2
12620,marsupial,2.2
7143,seize,2.2
21952,depressant,2.2
28165,short whist,2.2
14328,perpetual,2.2
9025,harmful,2.2
7768,embellishment,2.2
524,eternity,2.3
2285,wolves,2.3
1708,behaving,2.3
2085,couple,2.3
2086,arrested,2.3
2206,drank,2.3
2087,oneyearold,2.3
2088,wrapped,2.3
2089,bag,2.3
2090,dumped,2.3
559,awaiting,2.3
1283,coercion,2.3
2492,drop,2.3
560,sort,2.3
689,regretting,2.3
2578,kangaroo,2.3
1710,prom,2.3
1709,decorum,2.3
2005,tip,2.3
10328,vigilant,2.3
27555,arguseyed,2.3
27556,openeyed,2.3
7189,structures,2.3
7064,function,2.3
10324,fiercely,2.3
355,bed,2.3
10214,anticipated,2.3
17199,distribution,2.3
16095,swedish,2.3
23656,unverbalised,2.3
7508,implication,2.3
10660,german language,2.3
18424,compulsion,2.3
12606,suitcase,2.3
7660,barbarous,2.3
16141,by and large,2.3
19965,skeletal,2.3
14331,unvarying,2.3
23267,veneer,2.3
18346,slowness,2.3
26548,tranquillize,2.3
23374,gas pedal,2.3
23869,brushup,2.3
20239,sinewy,2.3
19941,sponges,2.3
18917,characterize,2.3
7337,set down,2.3
20237,obsession,2.3
14920,catastrophic,2.3
25401,aeonian,2.3
16912,frivolity,2.3
7340,unload,2.3
23074,defenselessly,2.3
16143,broadly speaking,2.3
612,form,2.3
27882,eased,2.3
22318,charr,2.3
22639,monitor,2.3
17225,arse,2.3
7146,ensnared,2.3
15992,delivers,2.3
12519,fender,2.3
18405,arianrhod,2.3
7662,unruly,2.3
12514,manicuring,2.3
22489,jet,2.3
7126,capture,2.3
33654,epineurium,2.3
20665,social unit,2.3
41747,urls,2.3
7163,momentarily,2.3
13342,isles,2.3
23273,impressionism,2.3
10331,urates,2.3
24284,proctor,2.3
20667,building block,2.3
9873,prevention,2.3
21945,ataractic,2.3
7341,degenerate,2.3
7139,matrimonial,2.3
18398,spanish,2.3
14086,unrelated,2.3
24265,millisecond,2.3
12075,irrigate,2.3
7685,ruin,2.3
12720,lowly,2.3
27867,analgetic,2.3
7683,counts,2.3
34213,shia,2.3
27864,anodyne,2.3
23265,outgrowth,2.3
23873,remolded,2.3
28163,long whist,2.3
22083,pound sign,2.3
28777,esterified,2.3
12595,cup of tea,2.3
16086,captive,2.3
25011,sewers,2.3
20246,unchewable,2.3
20240,sinews,2.3
23749,withholding,2.3
12971,snooze,2.3
24278,fabled,2.3
1212,ear,2.3
7343,sexual,2.3
19958,mooches,2.3
16144,in general,2.3
19286,stopper,2.3
4381,coupons,2.3
21947,ataraxic,2.3
27115,geographical zone,2.3
6485,jajajajajaja,2.3
23876,sonata,2.3
26974,kelps,2.3
20610,clothe,2.3
22637,permanent wave,2.3
7673,forgo,2.3
20247,hempen,2.3
23363,pistol,2.3
26976,laminaria,2.3
7318,pour,2.3
72275,helix,2.3
26894,obtuseness,2.3
45130,loftiest,2.3
23696,face cloth,2.3
21954,calms,2.3
22978,inhaled,2.3
24348,stepin,2.3
42988,purines,2.3
24276,monitoring device,2.3
21727,by word of mouth,2.3
7664,uncultivated,2.3
19954,grub,2.3
25667,stagger,2.3
25009,reptiles,2.3
7288,bead,2.3
